% number of nodes
39
% number of vehicles
7
% for each vehicle: vehicle index, home node, starting time, capacity
1,8,102,13200
2,13,72,13200
3,31,49,16500
4,14,0,16500
5,12,0,24000
6,12,0,24000
7,27,39,5800
% number of calls
35
% for each vehicle, vehicle index, and then a list of calls that can be transported using that vehicle
1,1,2,4,8,9,10,11,12,13,14,17,18,20,21,22,24,26,27,28,29,30,31,33,35
2,1,2,4,5,8,9,10,11,12,13,14,17,18,20,21,22,23,24,26,27,29,30,31,33,34,35
3,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35
4,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
6,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
7,1,8,12,13,14,18,21,28,29,31,35
% for each call: call index, origin node, destination node, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,10,38,3838,486864,981,1053,981,1501
2,29,17,7822,867452,852,924,852,1417
3,17,39,15456,573117,184,256,184,779
4,29,27,12362,571695,1248,1320,1248,1790
5,4,34,3136,269649,123,195,123,577
6,11,35,5682,450486,0,72,0,624
7,31,36,2330,512866,12,84,12,506
8,30,36,4364,592380,606,678,606,1336
9,1,17,9121,360621,1160,1232,1160,1576
10,34,8,10786,565067,536,608,536,1167
11,11,34,9567,372154,667,739,667,1099
12,10,14,5315,525320,151,223,151,947
13,29,36,5016,602162,199,271,199,708
14,29,27,2639,406999,637,709,637,1204
15,30,34,15891,488559,948,1020,948,1510
16,33,36,14908,328658,406,478,406,874
17,33,34,12383,452354,243,315,243,721
18,31,37,5193,636144,310,382,310,888
19,30,37,6711,1076675,16,88,16,666
20,4,6,10132,598184,757,829,757,1294
21,14,19,4421,308776,118,190,118,554
22,30,27,10542,538145,591,663,591,1089
23,12,1,11485,527497,67,139,67,551
24,29,35,7054,471006,693,765,693,1543
25,1,39,14539,783125,82,154,82,619
26,10,38,10285,522062,1166,1238,1166,1676
27,6,12,7463,472249,907,979,907,1390
28,24,1,2421,384218,54,126,54,457
29,11,34,2934,426236,465,537,465,1327
30,10,35,9638,620211,414,486,414,978
31,10,37,3299,538409,1104,1176,1104,1670
32,29,12,14049,524063,960,1032,960,1422
33,9,5,11410,596814,820,892,820,1324
34,31,37,9428,520594,60,132,60,801
35,33,39,2377,351367,426,498,426,840
% travel times and costs: vehicle, origin node, destination node, travel time (in minutes), travel cost (in Euro)
2,4,30,78,53190
3,4,30,73,43047
4,4,30,73,43047
5,4,30,88,58994
6,4,30,88,58994
7,4,30,78,27281
1,4,31,57,38586
2,4,31,57,38586
3,4,31,53,31228
4,4,31,53,31228
5,4,31,64,42796
6,4,31,64,42796
7,4,31,57,19790
1,4,32,129,87554
2,4,32,129,87554
3,4,32,120,70857
4,4,32,120,70857
5,4,32,145,97108
6,4,32,145,97108
7,4,32,129,44906
1,4,33,23,15510
2,4,33,23,15510
3,4,33,21,12552
4,4,33,21,12552
5,4,33,26,17203
6,4,33,26,17203
7,4,33,23,7955
1,4,34,47,32080
2,4,34,47,32080
3,4,34,44,25962
4,4,34,44,25962
5,4,34,53,35580
6,4,34,53,35580
7,4,34,47,16453
1,4,35,87,58932
2,4,35,87,58932
3,4,35,81,47694
4,4,35,81,47694
5,4,35,98,65363
6,4,35,98,65363
7,4,35,87,30226
1,4,36,44,30091
2,4,36,44,30091
3,4,36,41,24353
4,4,36,41,24353
5,4,36,50,33375
6,4,36,50,33375
7,4,36,44,15433
1,4,37,104,70743
2,4,37,104,70743
3,4,37,97,57252
4,4,37,97,57252
5,4,37,117,78462
6,4,37,117,78462
7,4,37,104,36284
1,4,38,98,66821
2,4,38,98,66821
3,4,38,92,54078
4,4,38,92,54078
5,4,38,111,74112
6,4,38,111,74112
7,4,38,98,34272
1,4,39,46,31045
2,4,39,46,31045
3,4,39,43,25125
4,4,39,43,25125
5,4,39,51,34433
6,4,39,51,34433
7,4,39,46,15923
1,5,1,66,45000
2,5,1,66,45000
3,5,1,62,36418
4,5,1,62,36418
5,5,1,75,49910
6,5,1,75,49910
7,5,1,66,23080
1,5,2,51,34473
2,5,2,51,34473
3,5,2,47,27899
4,5,2,47,27899
5,5,2,57,38234
6,5,2,57,38234
7,5,2,51,17681
1,5,3,51,34514
2,5,3,51,34514
3,5,3,47,27932
4,5,3,47,27932
5,5,3,57,38280
6,5,3,57,38280
7,5,3,51,17702
1,5,4,112,75887
2,5,4,112,75887
3,5,4,104,61415
4,5,4,104,61415
5,5,4,126,84168
6,5,4,126,84168
7,5,4,112,38922
1,5,5,0,0
2,5,5,0,0
3,5,5,0,0
4,5,5,0,0
5,5,5,0,0
6,5,5,0,0
7,5,5,0,0
1,5,6,50,33765
2,5,6,50,33765
3,5,6,46,27326
4,5,6,46,27326
5,5,6,56,37450
6,5,6,56,37450
7,5,6,50,17318
1,5,7,46,31326
2,5,7,46,31326
3,5,7,43,25352
4,5,7,43,25352
5,5,7,52,34744
6,5,7,52,34744
7,5,7,46,16067
1,5,8,69,47027
2,5,8,69,47027
3,5,8,65,38059
4,5,8,65,38059
5,5,8,78,52159
6,5,8,78,52159
7,5,8,69,24120
1,5,9,114,77546
2,5,9,114,77546
3,5,9,106,62758
4,5,9,106,62758
5,5,9,129,86008
6,5,9,129,86008
7,5,9,114,39773
1,5,10,94,63861
2,5,10,94,63861
3,5,10,88,51683
4,5,10,88,51683
5,5,10,106,70830
6,5,10,106,70830
7,5,10,94,32754
1,5,11,88,59539
2,5,11,88,59539
3,5,11,82,48184
4,5,11,82,48184
5,5,11,99,66035
6,5,11,99,66035
7,5,11,88,30537
1,5,12,43,29194
2,5,12,43,29194
3,5,12,40,23627
4,5,12,40,23627
5,5,12,48,32380
6,5,12,48,32380
7,5,12,43,14974
1,5,13,38,25966
2,5,13,38,25966
3,5,13,36,21014
4,5,13,36,21014
5,5,13,43,28800
6,5,13,43,28800
7,5,13,38,13318
1,5,14,44,29532
2,5,14,44,29532
3,5,14,41,23900
4,5,14,41,23900
5,5,14,49,32754
6,5,14,49,32754
7,5,14,44,15147
1,5,15,55,37139
2,5,15,55,37139
3,5,15,51,30057
4,5,15,51,30057
5,5,15,62,41191
6,5,15,62,41191
7,5,15,55,19048
1,5,16,48,32278
2,5,16,48,32278
3,5,16,44,26123
4,5,16,44,26123
5,5,16,54,35800
6,5,16,54,35800
7,5,16,48,16555
1,5,17,94,63948
2,5,17,94,63948
3,5,17,88,51753
4,5,17,88,51753
5,5,17,106,70925
6,5,17,106,70925
7,5,17,94,32798
1,5,18,81,54760
2,5,18,81,54760
3,5,18,75,44318
4,5,18,75,44318
5,5,18,91,60736
6,5,18,91,60736
7,5,18,81,28086
1,5,19,54,36614
2,5,19,54,36614
3,5,19,50,29632
4,5,19,50,29632
5,5,19,61,40610
6,5,19,61,40610
7,5,19,54,18779
1,5,20,73,49733
2,5,20,73,49733
3,5,20,68,40249
4,5,20,68,40249
5,5,20,82,55160
6,5,20,82,55160
7,5,20,73,25508
1,5,21,75,51000
2,5,21,75,51000
3,5,21,70,41274
4,5,21,70,41274
5,5,21,85,56565
6,5,21,85,56565
7,5,21,75,26158
1,5,22,83,56049
2,5,22,83,56049
3,5,22,77,45361
4,5,22,77,45361
5,5,22,93,62165
6,5,22,93,62165
7,5,22,83,28747
1,5,23,81,54863
2,5,23,81,54863
3,5,23,75,44400
4,5,23,75,44400
5,5,23,91,60849
6,5,23,91,60849
7,5,23,81,28139
1,5,24,83,56049
2,5,24,83,56049
3,5,24,77,45361
4,5,24,77,45361
5,5,24,93,62165
6,5,24,93,62165
7,5,24,83,28747
1,5,25,76,51598
2,5,25,76,51598
3,5,25,71,41758
4,5,25,71,41758
5,5,25,86,57228
6,5,25,86,57228
7,5,25,76,26464
1,5,26,46,31103
2,5,26,46,31103
3,5,26,43,25172
4,5,26,43,25172
5,5,26,52,34497
6,5,26,52,34497
7,5,26,46,15953
1,5,27,99,67179
2,5,27,99,67179
3,5,27,92,54368
4,5,27,92,54368
5,5,27,111,74510
6,5,27,111,74510
7,5,27,99,34456
1,5,28,23,15308
2,5,28,23,15308
3,5,28,21,12388
4,5,28,21,12388
5,5,28,25,16978
6,5,28,25,16978
7,5,28,23,7851
1,5,29,123,83210
2,5,29,123,83210
3,5,29,114,67342
4,5,29,114,67342
5,5,29,138,92290
6,5,29,138,92290
7,5,29,123,42678
1,5,30,50,33799
2,5,30,50,33799
3,5,30,46,27354
4,5,30,46,27354
5,5,30,56,37487
6,5,30,56,37487
7,5,30,50,17335
1,5,31,57,38830
2,5,31,57,38830
3,5,31,53,31425
4,5,31,53,31425
5,5,31,64,43067
6,5,31,64,43067
7,5,31,57,19915
1,5,32,62,41766
2,5,32,62,41766
3,5,32,57,33801
4,5,32,57,33801
5,5,32,69,46324
6,5,32,69,46324
7,5,32,62,21422
1,5,33,91,61939
2,5,33,91,61939
3,5,33,85,50127
4,5,33,85,50127
5,5,33,103,68697
6,5,33,103,68697
7,5,33,91,31768
1,5,34,158,107414
2,5,34,158,107414
3,5,34,147,86929
4,5,34,147,86929
5,5,34,178,119134
6,5,34,178,119134
7,5,34,158,55091
1,5,35,197,133563
2,5,35,197,133563
3,5,35,183,108093
4,5,35,183,108093
5,5,35,221,148138
6,5,35,221,148138
7,5,35,197,68504
1,5,36,155,105425
2,5,36,155,105425
3,5,36,145,85320
4,5,36,145,85320
5,5,36,175,116929
6,5,36,175,116929
7,5,36,155,54072
1,5,37,215,145626
2,5,37,215,145626
3,5,37,200,117854
4,5,37,200,117854
5,5,37,241,161516
6,5,37,241,161516
7,5,37,215,74690
1,5,38,209,141704
2,5,38,209,141704
3,5,38,194,114680
4,5,38,194,114680
5,5,38,235,157166
6,5,38,235,157166
7,5,38,209,72679
1,5,39,157,106379
2,5,39,157,106379
3,5,39,146,86092
4,5,39,146,86092
5,5,39,176,117987
6,5,39,176,117987
7,5,39,157,54561
1,6,1,23,15911
2,6,1,23,15911
3,6,1,22,12877
4,6,1,22,12877
5,6,1,26,17647
6,6,1,26,17647
7,6,1,23,8161
1,6,2,54,36752
2,6,2,54,36752
3,6,2,50,29744
4,6,2,50,29744
5,6,2,61,40763
6,6,2,61,40763
7,6,2,54,18850
1,6,3,7,4969
2,6,3,7,4969
3,6,3,7,4021
4,6,3,7,4021
5,6,3,8,5511
6,6,3,8,5511
7,6,3,7,2548
1,6,4,117,79509
2,6,4,117,79509
3,6,4,109,64347
4,6,4,109,64347
5,6,4,132,88185
6,6,4,132,88185
7,6,4,117,40780
1,6,5,50,33765
2,6,5,50,33765
3,6,5,46,27326
4,6,5,46,27326
5,6,5,56,37450
6,6,5,56,37450
7,6,5,50,17318
1,6,6,0,0
2,6,6,0,0
3,6,6,0,0
4,6,6,0,0
5,6,6,0,0
6,6,6,0,0
7,6,6,0,0
1,6,7,4,2442
2,6,7,4,2442
3,6,7,3,1976
4,6,7,3,1976
5,6,7,4,2708
6,6,7,4,2708
7,6,7,4,1252
1,6,8,26,17938
2,6,8,26,17938
3,6,8,25,14517
4,6,8,25,14517
5,6,8,30,19896
6,6,8,30,19896
7,6,8,26,9200
1,6,9,71,48457
2,6,9,71,48457
3,6,9,66,39216
4,6,9,66,39216
5,6,9,80,53745
6,6,9,80,53745
7,6,9,71,24853
1,6,10,99,67483
2,6,10,99,67483
3,6,10,93,54614
4,6,10,93,54614
5,6,10,112,74847
6,6,10,112,74847
7,6,10,99,34612
1,6,11,93,63161
2,6,11,93,63161
3,6,11,87,51116
4,6,11,87,51116
5,6,11,105,70053
6,6,11,105,70053
7,6,11,93,32395
1,6,12,46,31474
2,6,12,46,31474
3,6,12,43,25472
4,6,12,43,25472
5,6,12,52,34908
6,6,12,52,34908
7,6,12,46,16143
1,6,13,42,28246
2,6,13,42,28246
3,6,13,39,22859
4,6,13,39,22859
5,6,13,47,31328
6,6,13,47,31328
7,6,13,42,14487
1,6,14,6,4283
2,6,14,6,4283
3,6,14,6,3466
4,6,14,6,3466
5,6,14,7,4751
6,6,14,7,4751
7,6,14,6,2197
1,6,15,22,15222
2,6,15,22,15222
3,6,15,21,12319
4,6,15,21,12319
5,6,15,25,16883
6,6,15,25,16883
7,6,15,22,7807
1,6,16,2,1487
2,6,16,2,1487
3,6,16,2,1203
4,6,16,2,1203
5,6,16,2,1649
6,6,16,2,1649
7,6,16,2,763
1,6,17,51,34859
2,6,17,51,34859
3,6,17,48,28211
4,6,17,48,28211
5,6,17,58,38663
6,6,17,58,38663
7,6,17,51,17879
1,6,18,77,52320
2,6,18,77,52320
3,6,18,72,42342
4,6,18,72,42342
5,6,18,87,58029
6,6,18,87,58029
7,6,18,77,26835
1,6,19,38,25689
2,6,19,38,25689
3,6,19,35,20790
4,6,19,35,20790
5,6,19,43,28492
6,6,19,43,28492
7,6,19,38,13176
1,6,20,79,53355
2,6,20,79,53355
3,6,20,73,43180
4,6,20,73,43180
5,6,20,88,59177
6,6,20,88,59177
7,6,20,79,27365
1,6,21,80,54622
2,6,21,80,54622
3,6,21,75,44206
4,6,21,75,44206
5,6,21,91,60582
6,6,21,91,60582
7,6,21,80,28015
1,6,22,40,26961
2,6,22,40,26961
3,6,22,37,21819
4,6,22,37,21819
5,6,22,45,29902
6,6,22,45,29902
7,6,22,40,13828
1,6,23,38,25774
2,6,23,38,25774
3,6,23,35,20859
4,6,23,35,20859
5,6,23,43,28586
6,6,23,43,28586
7,6,23,38,13219
1,6,24,40,26961
2,6,24,40,26961
3,6,24,37,21819
4,6,24,37,21819
5,6,24,45,29902
6,6,24,45,29902
7,6,24,40,13828
1,6,25,81,55220
2,6,25,81,55220
3,6,25,76,44689
4,6,25,76,44689
5,6,25,92,61245
6,6,25,92,61245
7,6,25,81,28322
1,6,26,11,7783
2,6,26,11,7783
3,6,26,11,6299
4,6,26,11,6299
5,6,26,13,8633
6,6,26,13,8633
7,6,26,11,3992
1,6,27,56,38091
2,6,27,56,38091
3,6,27,52,30827
4,6,27,52,30827
5,6,27,63,42247
6,6,27,63,42247
7,6,27,56,19536
1,6,28,28,18783
2,6,28,28,18783
3,6,28,26,15201
4,6,28,26,15201
5,6,28,31,20832
6,6,28,31,20832
7,6,28,28,9633
1,6,29,128,86903
2,6,29,128,86903
3,6,29,119,70330
4,6,29,119,70330
5,6,29,144,96385
6,6,29,144,96385
7,6,29,128,44572
1,6,30,53,36087
2,6,30,53,36087
3,6,30,50,29205
4,6,30,50,29205
5,6,30,60,40025
6,6,30,60,40025
7,6,30,53,18509
1,6,31,63,42452
2,6,31,63,42452
3,6,31,58,34356
4,6,31,58,34356
5,6,31,70,47084
6,6,31,70,47084
7,6,31,63,21773
1,6,32,19,12678
2,6,32,19,12678
3,6,32,17,10260
4,6,32,17,10260
5,6,32,21,14061
6,6,32,21,14061
7,6,32,19,6502
1,6,33,97,65560
2,6,33,97,65560
3,6,33,90,53058
4,6,33,90,53058
5,6,33,109,72714
6,6,33,109,72714
7,6,33,97,33625
1,6,34,164,111036
2,6,34,164,111036
3,6,34,152,89861
4,6,34,152,89861
5,6,34,184,123151
6,6,34,184,123151
7,6,34,164,56949
1,6,35,202,137186
2,6,35,202,137186
3,6,35,188,111024
4,6,35,188,111024
5,6,35,227,152155
6,6,35,227,152155
7,6,35,202,70361
1,6,36,161,109047
2,6,36,161,109047
3,6,36,150,88251
4,6,36,150,88251
5,6,36,181,120946
6,6,36,181,120946
7,6,36,161,55929
1,6,37,220,149248
2,6,37,220,149248
3,6,37,205,120786
4,6,37,205,120786
5,6,37,247,165533
6,6,37,247,165533
7,6,37,220,76548
1,6,38,214,145326
2,6,38,214,145326
3,6,38,199,117612
4,6,38,199,117612
5,6,38,241,161183
6,6,38,241,161183
7,6,38,214,74536
1,6,39,162,110001
2,6,39,162,110001
3,6,39,151,89023
4,6,39,151,89023
5,6,39,182,122004
6,6,39,182,122004
7,6,39,162,56418
1,7,1,21,14445
2,7,1,21,14445
3,7,1,20,11690
4,7,1,20,11690
5,7,1,24,16021
6,7,1,24,16021
7,7,1,21,7409
1,7,2,51,34311
2,7,2,51,34311
3,7,2,47,27768
4,7,2,47,27768
5,7,2,57,38054
6,7,2,57,38054
7,7,2,51,17598
1,7,3,5,3506
2,7,3,5,3506
3,7,3,5,2837
4,7,3,5,2837
5,7,3,6,3888
6,7,3,6,3888
7,7,3,5,1798
1,7,4,114,77068
2,7,4,114,77068
3,7,4,106,62371
4,7,4,106,62371
5,7,4,128,85477
6,7,4,128,85477
7,7,4,114,39527
1,7,5,46,31326
2,7,5,46,31326
3,7,5,43,25352
4,7,5,43,25352
5,7,5,52,34744
6,7,5,52,34744
7,7,5,46,16067
1,7,6,4,2442
2,7,6,4,2442
3,7,6,3,1976
4,7,6,3,1976
5,7,6,4,2708
6,7,6,4,2708
7,7,6,4,1252
1,7,7,0,0
2,7,7,0,0
3,7,7,0,0
4,7,7,0,0
5,7,7,0,0
6,7,7,0,0
7,7,7,0,0
1,7,8,24,16472
2,7,8,24,16472
3,7,8,23,13331
4,7,8,23,13331
5,7,8,27,18269
6,7,8,27,18269
7,7,8,24,8448
1,7,9,69,46991
2,7,9,69,46991
3,7,9,64,38030
4,7,9,64,38030
5,7,9,78,52118
6,7,9,78,52118
7,7,9,69,24101
1,7,10,96,65041
2,7,10,96,65041
3,7,10,89,52638
4,7,10,89,52638
5,7,10,108,72139
6,7,10,108,72139
7,7,10,96,33359
1,7,11,89,60719
2,7,11,89,60719
3,7,11,83,49140
4,7,11,83,49140
5,7,11,101,67344
6,7,11,101,67344
7,7,11,89,31142
1,7,12,43,29032
2,7,12,43,29032
3,7,12,40,23496
4,7,12,40,23496
5,7,12,48,32200
6,7,12,48,32200
7,7,12,43,14890
1,7,13,38,25804
2,7,13,38,25804
3,7,13,35,20883
4,7,13,35,20883
5,7,13,43,28620
6,7,13,43,28620
7,7,13,38,13235
1,7,14,3,1841
2,7,14,3,1841
3,7,14,3,1490
4,7,14,3,1490
5,7,14,3,2042
6,7,14,3,2042
7,7,14,3,944
1,7,15,20,13352
2,7,15,20,13352
3,7,15,18,10806
4,7,15,18,10806
5,7,15,22,14809
6,7,15,22,14809
7,7,15,20,6848
1,7,16,1,955
2,7,16,1,955
3,7,16,1,773
4,7,16,1,773
5,7,16,2,1059
6,7,16,2,1059
7,7,16,1,490
1,7,17,49,33393
2,7,17,49,33393
3,7,17,46,27024
4,7,17,46,27024
5,7,17,55,37036
6,7,17,55,37036
7,7,17,49,17127
1,7,18,75,50770
2,7,18,75,50770
3,7,18,70,41088
4,7,18,70,41088
5,7,18,84,56310
6,7,18,84,56310
7,7,18,75,26040
1,7,19,36,24164
2,7,19,36,24164
3,7,19,33,19556
4,7,19,33,19556
5,7,19,40,26801
6,7,19,40,26801
7,7,19,36,12393
1,7,20,75,50913
2,7,20,75,50913
3,7,20,70,41204
4,7,20,70,41204
5,7,20,84,56469
6,7,20,84,56469
7,7,20,75,26113
1,7,21,77,52180
2,7,21,77,52180
3,7,21,72,42229
4,7,21,72,42229
5,7,21,86,57874
6,7,21,86,57874
7,7,21,77,26763
1,7,22,38,25494
2,7,22,38,25494
3,7,22,35,20632
4,7,22,35,20632
5,7,22,42,28276
6,7,22,42,28276
7,7,22,38,13076
1,7,23,36,24308
2,7,23,36,24308
3,7,23,33,19672
4,7,23,33,19672
5,7,23,40,26960
6,7,23,40,26960
7,7,23,36,12467
1,7,24,38,25494
2,7,24,38,25494
3,7,24,35,20632
4,7,24,35,20632
5,7,24,42,28276
6,7,24,42,28276
7,7,24,38,13076
1,7,25,78,52778
2,7,25,78,52778
3,7,25,72,42713
4,7,25,72,42713
5,7,25,87,58537
6,7,25,87,58537
7,7,25,78,27070
1,7,26,8,5417
2,7,26,8,5417
3,7,26,7,4384
4,7,26,7,4384
5,7,26,9,6009
6,7,26,9,6009
7,7,26,8,2779
1,7,27,54,36624
2,7,27,54,36624
3,7,27,50,29640
4,7,27,50,29640
5,7,27,61,40620
6,7,27,61,40620
7,7,27,54,18784
1,7,28,24,16343
2,7,28,24,16343
3,7,28,22,13226
4,7,28,22,13226
5,7,28,27,18126
6,7,28,27,18126
7,7,28,24,8382
1,7,29,124,84461
2,7,29,124,84461
3,7,29,116,68354
4,7,29,116,68354
5,7,29,140,93677
6,7,29,140,93677
7,7,29,124,43319
1,7,30,50,33646
2,7,30,50,33646
3,7,30,46,27229
4,7,30,46,27229
5,7,30,56,37317
6,7,30,56,37317
7,7,30,50,17257
1,7,31,59,40010
2,7,31,59,40010
3,7,31,55,32380
4,7,31,55,32380
5,7,31,66,44376
6,7,31,66,44376
7,7,31,59,20521
1,7,32,17,11211
2,7,32,17,11211
3,7,32,15,9073
4,7,32,15,9073
5,7,32,19,12435
6,7,32,19,12435
7,7,32,17,5750
1,7,33,93,63119
2,7,33,93,63119
3,7,33,87,51082
4,7,33,87,51082
5,7,33,105,70006
6,7,33,105,70006
7,7,33,93,32373
1,7,34,160,108594
2,7,34,160,108594
3,7,34,149,87885
4,7,34,149,87885
5,7,34,180,120443
6,7,34,180,120443
7,7,34,160,55697
1,7,35,199,134744
2,7,35,199,134744
3,7,35,185,109048
4,7,35,185,109048
5,7,35,223,149446
6,7,35,223,149446
7,7,35,199,69109
1,7,36,157,106605
2,7,36,157,106605
3,7,36,146,86275
4,7,36,146,86275
5,7,36,177,118237
6,7,36,177,118237
7,7,36,157,54677
1,7,37,216,146806
2,7,37,216,146806
3,7,37,201,118810
4,7,37,201,118810
5,7,37,243,162825
6,7,37,243,162825
7,7,37,216,75296
1,7,38,211,142884
2,7,38,211,142884
3,7,38,196,115635
4,7,38,196,115635
5,7,38,237,158475
6,7,38,237,158475
7,7,38,211,73284
1,7,39,158,107559
2,7,39,158,107559
3,7,39,148,87047
4,7,39,148,87047
5,7,39,178,119296
6,7,39,178,119296
7,7,39,158,55166
1,8,1,8,5106
2,8,1,8,5106
3,8,1,7,4132
4,8,1,7,4132
5,8,1,8,5663
6,8,1,8,5663
7,8,1,8,2619
1,8,2,74,50058
2,8,2,74,50058
3,8,2,69,40512
4,8,2,69,40512
5,8,2,83,55520
6,8,2,83,55520
7,8,2,74,25674
1,8,3,22,14957
2,8,3,22,14957
3,8,3,21,12105
4,8,3,21,12105
5,8,3,25,16589
6,8,3,25,16589
7,8,3,22,7672
1,8,4,137,92815
2,8,4,137,92815
3,8,4,127,75115
4,8,4,127,75115
5,8,4,154,102943
6,8,4,154,102943
7,8,4,137,47604
1,8,5,69,47027
2,8,5,69,47027
3,8,5,65,38059
4,8,5,65,38059
5,8,5,78,52159
6,8,5,78,52159
7,8,5,69,24120
1,8,6,26,17938
2,8,6,26,17938
3,8,6,25,14517
4,8,6,25,14517
5,8,6,30,19896
6,8,6,30,19896
7,8,6,26,9200
1,8,7,24,16472
2,8,7,24,16472
3,8,7,23,13331
4,8,7,23,13331
5,8,7,27,18269
6,8,7,27,18269
7,8,7,24,8448
1,8,8,0,0
2,8,8,0,0
3,8,8,0,0
4,8,8,0,0
5,8,8,0,0
6,8,8,0,0
7,8,8,0,0
1,8,9,51,34452
2,8,9,51,34452
3,8,9,47,27882
4,8,9,47,27882
5,8,9,57,38211
6,8,9,57,38211
7,8,9,51,17670
1,8,10,119,80789
2,8,10,119,80789
3,8,10,111,65382
4,8,10,111,65382
5,8,10,134,89604
6,8,10,134,89604
7,8,10,119,41436
1,8,11,113,76466
2,8,11,113,76466
3,8,11,105,61884
4,8,11,105,61884
5,8,11,127,84810
6,8,11,127,84810
7,8,11,113,39219
1,8,12,66,44779
2,8,12,66,44779
3,8,12,61,36240
4,8,12,61,36240
5,8,12,74,49666
6,8,12,74,49666
7,8,12,66,22967
1,8,13,61,41552
2,8,13,61,41552
3,8,13,57,33628
4,8,13,57,33628
5,8,13,69,46086
6,8,13,69,46086
7,8,13,61,21311
1,8,14,27,18062
2,8,14,27,18062
3,8,14,25,14617
4,8,14,25,14617
5,8,14,30,20033
6,8,14,30,20033
7,8,14,27,9264
1,8,15,30,20665
2,8,15,30,20665
3,8,15,28,16724
4,8,15,28,16724
5,8,15,34,22920
6,8,15,34,22920
7,8,15,30,10599
1,8,16,24,16451
2,8,16,24,16451
3,8,16,23,13314
4,8,16,23,13314
5,8,16,27,18247
6,8,16,27,18247
7,8,16,24,8438
1,8,17,31,20854
2,8,17,31,20854
3,8,17,29,16877
4,8,17,29,16877
5,8,17,35,23129
6,8,17,35,23129
7,8,17,31,10696
1,8,18,69,46703
2,8,18,69,46703
3,8,18,64,37797
4,8,18,64,37797
5,8,18,77,51799
6,8,18,77,51799
7,8,18,69,23954
1,8,19,29,19741
2,8,19,29,19741
3,8,19,27,15976
4,8,19,27,15976
5,8,19,33,21895
6,8,19,33,21895
7,8,19,29,10125
1,8,20,98,66661
2,8,20,98,66661
3,8,20,91,53948
4,8,20,91,53948
5,8,20,110,73935
6,8,20,110,73935
7,8,20,98,34190
1,8,21,100,67928
2,8,21,100,67928
3,8,21,93,54974
4,8,21,93,54974
5,8,21,113,75340
6,8,21,113,75340
7,8,21,100,34840
1,8,22,19,12955
2,8,22,19,12955
3,8,22,18,10485
4,8,22,18,10485
5,8,22,21,14369
6,8,22,21,14369
7,8,22,19,6645
1,8,23,17,11769
2,8,23,17,11769
3,8,23,16,9524
4,8,23,16,9524
5,8,23,20,13053
6,8,23,20,13053
7,8,23,17,6036
1,8,24,19,12955
2,8,24,19,12955
3,8,24,18,10485
4,8,24,18,10485
5,8,24,21,14369
6,8,24,21,14369
7,8,24,19,6645
1,8,25,101,68526
2,8,25,101,68526
3,8,25,94,55458
4,8,25,94,55458
5,8,25,114,76003
6,8,25,114,76003
7,8,25,101,35146
1,8,26,30,20103
2,8,26,30,20103
3,8,26,28,16269
4,8,26,28,16269
5,8,26,33,22297
6,8,26,33,22297
7,8,26,30,10311
1,8,27,35,24085
2,8,27,35,24085
3,8,27,33,19492
4,8,27,33,19492
5,8,27,40,26714
6,8,27,40,26714
7,8,27,35,12353
1,8,28,47,32044
2,8,28,47,32044
3,8,28,44,25933
4,8,28,44,25933
5,8,28,53,35541
6,8,28,53,35541
7,8,28,47,16435
1,8,29,148,100208
2,8,29,148,100208
3,8,29,137,81098
4,8,29,137,81098
5,8,29,166,111143
6,8,29,166,111143
7,8,29,148,51396
1,8,30,73,49393
2,8,30,73,49393
3,8,30,68,39973
4,8,30,68,39973
5,8,30,82,54782
6,8,30,82,54782
7,8,30,73,25333
1,8,31,82,55757
2,8,31,82,55757
3,8,31,76,45124
4,8,31,76,45124
5,8,31,92,61841
6,8,31,92,61841
7,8,31,82,28597
1,8,32,11,7146
2,8,32,11,7146
3,8,32,10,5783
4,8,32,10,5783
5,8,32,12,7926
6,8,32,12,7926
7,8,32,11,3665
1,8,33,116,78866
2,8,33,116,78866
3,8,33,108,63826
4,8,33,108,63826
5,8,33,131,87472
6,8,33,131,87472
7,8,33,116,40450
1,8,34,183,124341
2,8,34,183,124341
3,8,34,171,100629
4,8,34,171,100629
5,8,34,206,137909
6,8,34,206,137909
7,8,34,183,63774
1,8,35,222,150491
2,8,35,222,150491
3,8,35,206,121792
4,8,35,206,121792
5,8,35,249,166912
6,8,35,249,166912
7,8,35,222,77186
1,8,36,180,122352
2,8,36,180,122352
3,8,36,168,99019
4,8,36,168,99019
5,8,36,203,135703
6,8,36,203,135703
7,8,36,180,62753
1,8,37,239,162553
2,8,37,239,162553
3,8,37,223,131554
4,8,37,223,131554
5,8,37,269,180290
6,8,37,269,180290
7,8,37,239,83372
1,8,38,234,158631
2,8,38,234,158631
3,8,38,218,128380
